,Comptage,annee,mois,joursem,weekend,vacances,feries,Pluie,Vent,Temperature,Neige
2022-07-30,114641.0,2022,7,5,1,1,0,0.0,2.2624999999999997,24.72083333333333,0.0
2022-07-31,102299.0,2022,7,6,1,1,0,0.0,2.8833333333333333,23.087500000000002,0.0
2022-08-01,124276.0,2022,8,0,0,1,0,0.0,2.0500000000000003,22.96666666666667,0.0
2022-08-02,135782.0,2022,8,1,0,1,0,0.0,1.8541666666666667,24.962500000000002,0.0
2022-08-03,128510.0,2022,8,2,0,1,0,0.0,1.9041666666666668,28.3625,0.0
2022-08-04,119619.0,2022,8,3,0,1,0,0.2,3.3208333333333333,23.8625,0.0
2022-08-05,111632.0,2022,8,4,0,1,0,7.9,3.483333333333333,20.675,0.0
2022-08-06,97420.0,2022,8,5,1,1,0,0.0,4.133333333333334,20.145833333333332,0.0
2022-08-07,90734.0,2022,8,6,1,1,0,0.0,4.041666666666667,21.537499999999998,0.0
2022-08-08,123099.0,2022,8,0,0,1,0,0.0,4.191666666666666,22.916666666666668,0.0
2022-08-09,114198.0,2022,8,1,0,1,0,0.0,4.070833333333334,24.45,0.0
2022-08-10,111462.0,2022,8,2,0,1,0,0.0,3.0416666666666665,26.34166666666667,0.0
2022-08-11,105512.0,2022,8,3,0,1,0,0.0,2.8375,26.929166666666664,0.0
2022-08-12,90200.0,2022,8,4,0,1,0,0.0,2.7541666666666664,27.633333333333336,0.0
2022-08-13,78668.0,2022,8,5,1,1,0,0.0,2.3916666666666666,27.141666666666666,0.0
2022-08-14,60531.0,2022,8,6,1,1,0,11.299999999999999,2.6041666666666665,22.458333333333332,0.0
2022-08-15,72303.0,2022,8,0,0,1,1,0.2,1.8708333333333333,20.816666666666666,0.0
2022-08-16,84376.0,2022,8,1,0,1,0,47.00000000000001,1.9166666666666667,20.954166666666666,0.0
2022-08-17,88675.0,2022,8,2,0,1,0,0.4,1.6458333333333333,20.291666666666668,0.0
2022-08-18,114096.0,2022,8,3,0,1,0,0.2,2.4916666666666667,22.53333333333333,0.0
2022-08-19,87073.0,2022,8,4,0,1,0,0.7999999999999999,2.316666666666667,20.570833333333333,0.0
2022-08-20,99674.0,2022,8,5,1,1,0,0.0,2.004166666666667,19.912499999999998,0.0
2022-08-21,93460.0,2022,8,6,1,1,0,0.0,2.1958333333333333,21.204166666666666,0.0
2022-08-22,126186.0,2022,8,0,0,1,0,0.0,2.0083333333333333,21.616666666666664,0.0
2022-08-23,146027.0,2022,8,1,0,1,0,0.0,1.1708333333333334,23.116666666666664,0.0
2022-08-24,149302.0,2022,8,2,0,1,0,0.0,1.7208333333333332,26.1375,0.0
2022-08-25,148925.0,2022,8,3,0,1,0,0.0,2.983333333333333,24.770833333333332,0.0
2022-08-26,135648.0,2022,8,4,0,1,0,0.0,3.3375,21.84583333333333,0.0
2022-08-27,123084.0,2022,8,5,1,1,0,0.0,2.9583333333333335,20.825,0.0
2022-08-28,115722.0,2022,8,6,1,1,0,0.0,3.266666666666667,20.958333333333332,0.0
2022-08-29,170742.0,2022,8,0,0,1,0,0.0,3.4583333333333335,22.583333333333332,0.0
2022-08-30,190317.0,2022,8,1,0,1,0,2.2,2.495833333333333,21.474999999999998,0.0
2022-08-31,196621.0,2022,8,2,0,1,0,0.0,2.9958333333333336,21.979166666666668,0.0
2022-09-01,200823.0,2022,9,3,0,0,0,0.0,2.3125,22.508333333333336,0.0
2022-09-02,161930.0,2022,9,4,0,0,0,0.4,2.033333333333333,20.733333333333334,0.0
2022-09-03,144738.0,2022,9,5,1,0,0,0.0,2.5833333333333335,20.270833333333332,0.0
2022-09-04,144451.0,2022,9,6,1,0,0,0.0,2.4291666666666667,22.6375,0.0
2022-09-05,183493.0,2022,9,0,0,0,0,11.200000000000001,2.1666666666666665,22.4375,0.0
2022-09-06,219815.0,2022,9,1,0,0,0,0.4,2.058333333333333,21.53333333333333,0.0
2022-09-07,184018.0,2022,9,2,0,0,0,4.4,2.55,18.195833333333333,0.0
2022-09-08,189770.0,2022,9,3,0,0,0,0.2,3.3874999999999997,18.0,0.0
2022-09-09,158312.0,2022,9,4,0,0,0,3.8000000000000003,3.766666666666667,16.895833333333332,0.0
2022-09-10,109413.0,2022,9,5,1,0,0,5.2,2.7416666666666667,16.466666666666665,0.0
2022-09-11,135579.0,2022,9,6,1,0,0,0.4,1.6624999999999999,17.545833333333334,0.0
2022-09-12,212304.0,2022,9,0,0,0,0,0.0,1.8499999999999999,20.570833333333333,0.0
2022-09-13,212775.0,2022,9,1,0,0,0,0.4,2.1125000000000003,22.337500000000002,0.0
2022-09-14,199477.0,2022,9,2,0,0,0,0.2,2.75,22.183333333333334,0.0
2022-09-15,222453.0,2022,9,3,0,0,0,0.0,3.2708333333333335,18.620833333333334,0.0
2022-09-16,185279.0,2022,9,4,0,0,0,0.2,3.2624999999999997,15.112499999999999,0.0
2022-09-17,152764.0,2022,9,5,1,0,0,0.0,3.5,13.333333333333334,0.0
2022-09-18,173368.0,2022,9,6,1,0,0,0.0,2.8625000000000003,13.950000000000001,0.0
2022-09-19,198303.0,2022,9,0,0,0,0,0.0,2.6750000000000003,14.295833333333334,0.0
2022-09-20,210866.0,2022,9,1,0,0,0,0.0,1.9208333333333334,13.4125,0.0
2022-09-21,213897.0,2022,9,2,0,0,0,0.0,2.4041666666666663,14.475,0.0
2022-09-22,221045.0,2022,9,3,0,0,0,0.0,1.2666666666666666,14.970833333333333,0.0
2022-09-23,193531.0,2022,9,4,0,0,0,0.0,1.325,15.645833333333334,0.0
2022-09-24,123260.0,2022,9,5,1,0,0,3.4,1.8708333333333333,14.891666666666666,0.0
2022-09-25,124299.0,2022,9,6,1,0,0,0.2,3.35,14.9125,0.0
2022-09-26,150312.0,2022,9,0,0,0,0,7.7,3.1666666666666665,12.733333333333334,0.0
2022-09-27,159262.0,2022,9,1,0,0,0,4.6,3.3958333333333335,12.408333333333333,0.0
2022-09-28,181102.0,2022,9,2,0,0,0,0.8,2.1708333333333334,12.533333333333333,0.0
2022-09-29,195870.0,2022,9,3,0,0,0,2.2,1.4041666666666668,11.375,0.0
2022-09-30,188256.0,2022,9,4,0,0,0,2.4,2.5083333333333333,12.695833333333333,0.0
2022-10-01,139281.0,2022,10,5,1,0,0,1.4000000000000001,4.2,16.3875,0.0
2022-10-02,100674.0,2022,10,6,1,0,0,2.4000000000000004,2.783333333333333,16.029166666666665,0.0
2022-10-03,187547.0,2022,10,0,0,0,0,0.2,1.5250000000000001,11.904166666666667,0.0
2022-10-04,215018.0,2022,10,1,0,0,0,0.4,1.6916666666666667,13.204166666666666,0.0
2022-10-05,208331.0,2022,10,2,0,0,0,0.0,3.4375,16.091666666666665,0.0
2022-10-06,218981.0,2022,10,3,0,0,0,0.0,1.6333333333333335,14.2875,0.0
2022-10-07,197469.0,2022,10,4,0,0,0,0.2,1.6041666666666667,13.279166666666667,0.0
2022-10-08,156379.0,2022,10,5,1,0,0,0.0,2.1,13.825000000000001,0.0
2022-10-09,142938.0,2022,10,6,1,0,0,0.0,1.9375,12.754166666666668,0.0
2022-10-10,196353.0,2022,10,0,0,0,0,0.0,2.5708333333333333,14.520833333333334,0.0
2022-10-11,223024.0,2022,10,1,0,0,0,0.0,2.704166666666667,13.299999999999999,0.0
2022-10-12,218493.0,2022,10,2,0,0,0,0.0,1.3791666666666667,13.6,0.0
2022-10-13,179594.0,2022,10,3,0,0,0,3.4,2.470833333333333,14.116666666666667,0.0
2022-10-14,143164.0,2022,10,4,0,0,0,4.8,2.408333333333333,15.35,0.0
2022-10-15,128486.0,2022,10,5,1,0,0,4.8,2.8541666666666665,16.3875,0.0
2022-10-16,128475.0,2022,10,6,1,0,0,0.0,2.220833333333333,17.029166666666665,0.0
2022-10-17,138329.0,2022,10,0,0,0,0,13.3,2.4,17.458333333333332,0.0
2022-10-18,215577.0,2022,10,1,0,0,0,0.0,1.5166666666666666,16.9125,0.0
2022-10-19,219851.0,2022,10,2,0,0,0,0.2,2.5749999999999997,17.208333333333332,0.0
2022-10-20,189617.0,2022,10,3,0,0,0,6.2,3.0375,17.650000000000002,0.0
2022-10-21,165504.0,2022,10,4,0,0,0,10.100000000000001,2.9916666666666667,16.533333333333335,0.0
2022-10-22,161055.0,2022,10,5,1,1,0,0.2,2.4166666666666665,16.429166666666667,0.0
2022-10-23,127658.0,2022,10,6,1,1,0,0.2,3.9333333333333336,18.175,0.0
2022-10-24,170070.0,2022,10,0,0,1,0,0.0,4.4375,16.25,0.0
2022-10-25,194907.0,2022,10,1,0,1,0,0.2,2.6916666666666664,15.7125,0.0
2022-10-26,196637.0,2022,10,2,0,1,0,0.0,2.375,17.083333333333332,0.0
2022-10-27,192707.0,2022,10,3,0,1,0,0.2,3.1166666666666667,17.495833333333334,0.0
2022-10-28,165950.0,2022,10,4,0,1,0,0.0,2.6374999999999997,18.295833333333334,0.0
2022-10-29,126704.0,2022,10,5,1,1,0,0.0,2.6083333333333334,18.587500000000002,0.0
2022-10-30,104057.0,2022,10,6,1,1,0,0.0,1.6708333333333334,15.525,0.0
2022-10-31,108966.0,2022,10,0,0,1,0,2.2,2.7583333333333333,16.116666666666667,0.0
2022-11-01,107117.0,2022,11,1,0,1,1,0.0,4.7124999999999995,14.279166666666667,0.0
2022-11-02,166902.0,2022,11,2,0,1,0,0.4,2.85,12.424999999999999,0.0
2022-11-03,139128.0,2022,11,3,0,1,0,4.2,3.6875,11.733333333333334,0.0
2022-11-04,140909.0,2022,11,4,0,1,0,1.8,3.654166666666667,10.445833333333333,0.0
2022-11-05,117840.0,2022,11,5,1,1,0,0.0,2.725,9.225,0.0
2022-11-06,59123.0,2022,11,6,1,1,0,8.7,3.454166666666667,10.079166666666667,0.0
2022-11-07,175344.0,2022,11,0,0,0,0,0.0,3.654166666666667,13.279166666666667,0.0
2022-11-08,194074.0,2022,11,1,0,0,0,0.2,4.254166666666666,13.4,0.0
2022-11-09,197258.0,2022,11,2,0,0,0,0.6000000000000001,2.920833333333333,12.125,0.0
2022-11-10,271600.0,2022,11,3,0,0,0,0.2,2.7125,9.233333333333333,0.0
2022-11-11,119456.0,2022,11,4,0,0,1,0.0,2.4,10.158333333333333,0.0
2022-11-12,126118.0,2022,11,5,1,0,0,0.4,1.3833333333333335,10.704166666666666,0.0
2022-11-13,109860.0,2022,11,6,1,0,0,0.2,1.425,10.033333333333333,0.0
2022-11-14,167723.0,2022,11,0,0,0,0,0.2,2.3000000000000003,9.25,0.0
2022-11-15,158472.0,2022,11,1,0,0,0,4.6000000000000005,3.2874999999999996,10.733333333333334,0.0
2022-11-16,147942.0,2022,11,2,0,0,0,9.1,4.7,10.970833333333333,0.0
2022-11-17,178450.0,2022,11,3,0,0,0,1.8,4.595833333333333,11.895833333333334,0.0
2022-11-18,177464.0,2022,11,4,0,0,0,0.2,3.125,9.541666666666666,0.0
2022-11-19,133606.0,2022,11,5,1,0,0,0.0,2.4541666666666666,8.483333333333333,0.0
2022-11-20,83128.0,2022,11,6,1,0,0,1.0,3.233333333333333,7.670833333333333,0.0
2022-11-21,146798.0,2022,11,0,0,0,0,3.6,3.408333333333333,7.0375000000000005,0.0
2022-11-22,162640.0,2022,11,1,0,0,0,1.0,4.366666666666666,8.129166666666666,0.0
2022-11-23,162859.0,2022,11,2,0,0,0,5.0,3.85,8.433333333333334,0.0
2022-11-24,191286.0,2022,11,3,0,0,0,0.4,3.8833333333333333,10.049999999999999,0.0
2022-11-25,167077.0,2022,11,4,0,0,0,0.6000000000000001,2.1458333333333335,9.479166666666666,0.0
2022-11-26,120469.0,2022,11,5,1,0,0,0.2,2.7416666666666667,6.7,0.0
2022-11-27,73146.0,2022,11,6,1,0,0,3.8,3.2708333333333335,7.779166666666666,0.0
2022-11-28,165104.0,2022,11,0,0,0,0,1.4000000000000001,2.0208333333333335,9.079166666666667,0.0
2022-11-29,186916.0,2022,11,1,0,0,0,0.0,1.5374999999999999,7.954166666666667,0.0
2022-11-30,178163.0,2022,11,2,0,0,0,0.0,2.5708333333333333,6.6875,0.0
2022-12-01,180754.0,2022,12,3,0,0,0,0.0,4.375,5.666666666666667,0.0
2022-12-02,141012.0,2022,12,4,0,0,0,2.6,3.6916666666666664,4.779166666666667,0.0
2022-12-03,97770.0,2022,12,5,1,0,0,0.0,4.129166666666666,3.4916666666666667,0.0
2022-12-04,77273.0,2022,12,6,1,0,0,1.0,3.1916666666666664,3.5041666666666664,0.0
2022-12-05,130487.0,2022,12,0,0,0,0,3.4000000000000004,2.1750000000000003,2.6666666666666665,0.0
2022-12-06,162118.0,2022,12,1,0,0,0,0.0,2.091666666666667,3.8249999999999997,0.0
2022-12-07,164802.0,2022,12,2,0,0,0,0.0,1.6333333333333335,4.308333333333334,0.0
2022-12-08,167260.0,2022,12,3,0,0,0,0.0,1.6083333333333334,3.275,0.0
2022-12-09,145214.0,2022,12,4,0,0,0,0.0,2.558333333333333,2.2958333333333334,0.0
2022-12-10,104466.0,2022,12,5,1,0,0,0.0,2.3041666666666667,1.7833333333333332,0.0
2022-12-11,72759.0,2022,12,6,1,0,0,0.0,2.8208333333333333,-1.3625,0.0
2022-12-12,136575.0,2022,12,0,0,0,0,0.0,2.6750000000000003,-1.3791666666666667,0.0
2022-12-13,144835.0,2022,12,1,0,0,0,0.0,2.733333333333333,-0.6041666666666666,0.0
2022-12-14,116711.0,2022,12,2,0,0,0,0.2,2.1999999999999997,0.8916666666666666,0.0
2022-12-15,138352.0,2022,12,3,0,0,0,0.0,3.4499999999999997,0.029166666666666664,0.0
2022-12-16,126552.0,2022,12,4,0,0,0,0.0,2.8541666666666665,0.058333333333333355,0.0
2022-12-17,78001.0,2022,12,5,1,1,0,0.0,2.15,-1.625,0.0
2022-12-18,52408.0,2022,12,6,1,1,0,4.2,3.233333333333333,-1.3166666666666667,0.0
2022-12-19,106989.0,2022,12,0,0,1,0,0.8,3.8249999999999997,8.9,0.0
2022-12-20,98515.0,2022,12,1,0,1,0,7.0,3.7291666666666665,11.208333333333334,0.0
2022-12-21,99500.0,2022,12,2,0,1,0,7.3,3.8958333333333335,10.591666666666667,0.0
2022-12-22,77640.0,2022,12,3,0,1,0,9.3,4.766666666666667,12.575000000000001,0.0
2022-12-23,69617.0,2022,12,4,0,1,0,3.0,3.8000000000000003,13.5,0.0
2022-12-24,37981.0,2022,12,5,1,1,0,1.0,2.8874999999999997,10.854166666666666,0.0
2022-12-25,25968.0,2022,12,6,1,1,1,0.2,3.295833333333333,11.745833333333332,0.0
2022-12-26,49615.0,2022,12,0,0,1,0,1.0,3.516666666666667,9.883333333333333,0.0
2022-12-27,69006.0,2022,12,1,0,1,0,0.0,3.0124999999999997,6.529166666666666,0.0
2022-12-28,59220.0,2022,12,2,0,1,0,2.5999999999999996,5.366666666666667,10.375,0.0
2022-12-29,77640.0,2022,12,3,0,1,0,4.8,4.354166666666667,10.033333333333333,0.0
2022-12-30,53132.0,2022,12,4,0,1,0,3.4,5.404166666666666,10.466666666666667,0.0
2022-12-31,63203.0,2022,12,5,1,1,0,0.2,6.404166666666666,15.220833333333333,0.0
2023-01-01,43128.0,2023,1,6,1,1,1,1.4000000000000001,4.204166666666667,13.075000000000001,0.0
2023-01-02,91358.0,2023,1,0,0,1,0,5.4,2.9958333333333336,10.545833333333333,0.0
2023-01-03,150433.0,2023,1,1,0,0,0,2.0,3.5375,7.841666666666666,0.0
2023-01-04,140964.0,2023,1,2,0,0,0,0.8,5.316666666666666,11.9375,0.0
2023-01-05,158641.0,2023,1,3,0,0,0,0.2,2.9916666666666667,12.6875,0.0
2023-01-06,152641.0,2023,1,4,0,0,0,0.0,3.5208333333333335,11.504166666666668,0.0
2023-01-07,100979.0,2023,1,5,1,0,0,1.0,4.675,10.045833333333333,0.0
2023-01-08,81607.0,2023,1,6,1,0,0,2.2,4.654166666666667,9.424999999999999,0.0
2023-01-09,139049.0,2023,1,0,0,0,0,4.2,4.795833333333333,7.2749999999999995,0.0
2023-01-10,293318.0,2023,1,1,0,0,0,2.6,3.9916666666666667,7.3625,0.0
2023-01-11,330062.0,2023,1,2,0,0,0,3.8,4.791666666666667,10.829166666666666,0.0
2023-01-12,326424.0,2023,1,3,0,0,0,1.0,5.504166666666666,10.8375,0.0
2023-01-13,308688.0,2023,1,4,0,0,0,2.4000000000000004,4.170833333333333,9.433333333333334,0.0
2023-01-14,156238.0,2023,1,5,1,0,0,12.9,5.4875,10.2875,0.0
2023-01-15,182254.0,2023,1,6,1,0,0,0.8,5.370833333333334,7.245833333333334,0.0
2023-01-16,226744.0,2023,1,0,0,0,0,9.3,5.795833333333333,5.483333333333333,0.0
2023-01-17,293062.0,2023,1,1,0,0,0,0.6000000000000001,2.9916666666666667,2.6083333333333334,0.0
2023-01-18,315982.0,2023,1,2,0,0,0,0.0,2.8125,2.5916666666666663,0.0
2023-01-19,413936.0,2023,1,3,0,0,0,1.6,2.2375000000000003,1.6166666666666665,0.0
2023-01-20,296096.0,2023,1,4,0,0,0,0.0,3.095833333333333,3.266666666666667,0.0
2023-01-21,105279.0,2023,1,5,1,0,0,0.2,5.108333333333333,2.220833333333333,0.0
2023-01-22,148418.0,2023,1,6,1,0,0,0.0,4.8875,1.05,0.0
2023-01-23,288884.0,2023,1,0,0,0,0,0.0,4.066666666666667,2.2916666666666665,0.0
2023-01-24,315300.0,2023,1,1,0,0,0,0.2,3.7125,2.620833333333333,0.0
2023-01-25,295800.0,2023,1,2,0,0,0,0.0,2.6375,1.1416666666666666,0.0
2023-01-26,284438.0,2023,1,3,0,0,0,0.6000000000000001,2.704166666666667,2.8958333333333335,0.0
2023-01-27,276064.0,2023,1,4,0,0,0,0.0,4.733333333333333,4.891666666666667,0.0
2023-01-28,190622.0,2023,1,5,1,0,0,0.0,4.441666666666666,3.25,0.0
2023-01-29,161956.0,2023,1,6,1,0,0,0.0,1.9541666666666666,2.4375,0.0
2023-01-30,290312.0,2023,1,0,0,0,0,0.2,2.8375,6.1499999999999995,0.0
2023-01-31,215691.0,2023,1,1,0,0,0,0.2,2.5541666666666667,5.816666666666666,0.0
2023-02-01,177490.0,2023,2,2,0,0,0,0.0,3.608333333333333,8.416666666666666,0.0
2023-02-02,177665.0,2023,2,3,0,0,0,0.0,3.204166666666667,8.304166666666667,0.0
2023-02-03,156050.0,2023,2,4,0,0,0,0.0,3.029166666666667,9.174999999999999,0.0
2023-02-04,97180.0,2023,2,5,1,0,0,1.2,2.7291666666666665,9.495833333333334,0.0
2023-02-05,93382.0,2023,2,6,1,0,0,0.0,4.391666666666667,7.691666666666666,0.0
2023-02-06,168933.0,2023,2,0,0,0,0,0.2,3.8208333333333333,4.579166666666667,0.0
2023-02-07,213143.0,2023,2,1,0,0,0,0.0,3.2458333333333336,3.1958333333333333,0.0
2023-02-08,178367.0,2023,2,2,0,0,0,0.0,1.8250000000000002,2.5208333333333335,0.0
2023-02-09,174683.0,2023,2,3,0,0,0,0.0,1.45,2.920833333333333,0.0
2023-02-10,157235.0,2023,2,4,0,0,0,0.0,1.9708333333333334,6.55,0.0
2023-02-11,120682.0,2023,2,5,1,0,0,0.0,1.7458333333333333,6.6125,0.0
2023-02-12,95742.0,2023,2,6,1,0,0,0.0,2.3833333333333333,7.620833333333334,0.0
2023-02-13,171488.0,2023,2,0,0,0,0,0.0,1.6875,6.908333333333334,0.0
2023-02-14,193575.0,2023,2,1,0,0,0,0.0,1.2958333333333334,6.966666666666666,0.0
2023-02-15,182787.0,2023,2,2,0,0,0,0.0,1.6624999999999999,7.029166666666666,0.0
2023-02-16,183532.0,2023,2,3,0,0,0,0.0,2.954166666666667,9.308333333333334,0.0
2023-02-17,160896.0,2023,2,4,0,0,0,0.0,3.125,12.941666666666668,0.0
2023-02-18,115948.0,2023,2,5,1,1,0,0.0,3.8708333333333336,11.641666666666666,0.0
2023-02-19,102769.0,2023,2,6,1,1,0,0.0,2.920833333333333,10.758333333333333,0.0
2023-02-20,155384.0,2023,2,0,0,1,0,0.0,1.575,8.025,0.0
2023-02-21,170368.0,2023,2,1,0,1,0,0.0,1.4166666666666667,9.516666666666667,0.0
2023-02-22,147190.0,2023,2,2,0,1,0,0.2,2.5708333333333333,9.283333333333333,0.0
2023-02-23,153951.0,2023,2,3,0,1,0,0.0,2.9499999999999997,8.766666666666667,0.0
2023-02-24,132443.0,2023,2,4,0,1,0,0.0,3.845833333333333,8.304166666666667,0.0
2023-02-25,98702.0,2023,2,5,1,1,0,0.0,4.5625,6.170833333333333,0.0
2023-02-26,72058.0,2023,2,6,1,1,0,0.0,5.908333333333334,2.775,0.0
2023-02-27,117943.0,2023,2,0,0,1,0,0.0,5.575,2.9458333333333333,0.0
2023-02-28,131274.0,2023,2,1,0,1,0,0.0,4.216666666666667,2.466666666666667,0.0
2023-03-01,133878.0,2023,3,2,0,1,0,0.0,4.004166666666666,3.0708333333333333,0.0
2023-03-02,140236.0,2023,3,3,0,1,0,0.0,3.4499999999999997,4.533333333333333,2.0
2023-03-03,126490.0,2023,3,4,0,1,0,0.0,3.904166666666667,4.670833333333333,0.0
2023-03-04,92961.0,2023,3,5,1,1,0,0.0,3.4916666666666667,4.383333333333334,0.0
2023-03-05,81466.0,2023,3,6,1,1,0,0.0,1.9958333333333333,6.058333333333334,0.0
2023-03-06,158435.0,2023,3,0,0,0,0,0.0,2.920833333333333,5.783333333333334,4.0
2023-03-07,211992.0,2023,3,1,0,0,0,1.4,3.670833333333333,6.845833333333334,0.0
2023-03-08,331514.0,2023,3,2,0,0,0,32.0,4.616666666666666,10.183333333333334,0.0
2023-03-09,,2023,3,3,0,0,0,2.8000000000000003,5.2375,11.920833333333334,0.0
2023-03-10,128885.0,2023,3,4,0,0,0,4.4,5.658333333333334,7.820833333333333,0.0
2023-03-11,112137.0,2023,3,5,1,0,0,0.4,2.558333333333333,6.295833333333333,0.0
2023-03-12,100459.0,2023,3,6,1,0,0,2.0,3.8083333333333336,11.658333333333333,0.0
2023-03-13,159390.0,2023,3,0,0,0,0,0.2,5.708333333333333,13.4625,0.0
2023-03-14,169227.0,2023,3,1,0,0,0,2.2,5.291666666666667,8.745833333333334,0.0
2023-03-15,187402.0,2023,3,2,0,0,0,0.0,1.9958333333333333,7.233333333333333,0.0
2023-03-16,196793.0,2023,3,3,0,0,0,0.0,3.345833333333333,11.283333333333333,0.0
2023-03-17,161579.0,2023,3,4,0,0,0,2.6,3.375,12.65,0.0
2023-03-18,120848.0,2023,3,5,1,0,0,1.0,4.0125,12.475,0.0
2023-03-19,88842.0,2023,3,6,1,0,0,2.4,2.975,10.15,0.0
2023-03-20,176028.0,2023,3,0,0,0,0,0.0,2.3208333333333333,10.0375,0.0
2023-03-21,197620.0,2023,3,1,0,0,0,0.2,3.3125,12.295833333333334,0.0
2023-03-22,172214.0,2023,3,2,0,0,0,1.5999999999999999,5.045833333333333,11.991666666666667,0.0
2023-03-23,211794.0,2023,3,3,0,0,0,0.8,5.25,13.883333333333333,0.0
2023-03-24,157672.0,2023,3,4,0,0,0,2.4000000000000004,5.058333333333334,12.629166666666668,0.0
2023-03-25,126997.0,2023,3,5,1,0,0,0.2,5.129166666666666,11.450000000000001,0.0
2023-03-26,87953.0,2023,3,6,1,0,0,5.4,4.995833333333333,9.791666666666666,0.0
2023-03-27,173445.0,2023,3,0,0,0,0,0.0,3.7291666666666665,7.866666666666667,0.0
2023-03-28,201057.0,2023,3,1,0,0,0,0.0,3.1999999999999997,7.9125000000000005,0.0
2023-03-29,205136.0,2023,3,2,0,0,0,0.0,3.6999999999999997,15.4375,0.0
2023-03-30,197237.0,2023,3,3,0,0,0,2.8,4.8374999999999995,14.770833333333334,0.0
2023-03-31,,2023,3,4,0,0,0,5.1,6.645833333333333,12.633333333333333,0.0
2023-04-01,115286.0,2023,4,5,1,0,0,2.2,5.420833333333333,11.595833333333333,0.0
2023-04-02,92699.0,2023,4,6,1,0,0,0.7999999999999999,5.4375,8.208333333333334,0.0
2023-04-03,179773.0,2023,4,0,0,0,0,0.0,3.908333333333333,8.545833333333333,0.0
2023-04-04,204050.0,2023,4,1,0,0,0,0.0,3.3249999999999997,7.7875000000000005,0.0
2023-04-05,202032.0,2023,4,2,0,0,0,0.0,1.5958333333333332,9.829166666666667,0.0
2023-04-06,184138.0,2023,4,3,0,0,0,0.4,2.9250000000000003,11.745833333333332,0.0
2023-04-07,168630.0,2023,4,4,0,0,0,0.0,3.375,10.620833333333334,0.0
2023-04-08,121317.0,2023,4,5,1,0,0,0.0,2.9625,10.208333333333334,0.0
2023-04-09,106361.0,2023,4,6,1,0,0,0.0,1.8958333333333333,12.725,0.0
2023-04-10,72858.0,2023,4,0,0,0,1,5.8999999999999995,3.404166666666667,12.674999999999999,0.0
2023-04-11,162018.0,2023,4,1,0,0,0,7.9,3.7916666666666665,10.533333333333333,0.0
2023-04-12,145070.0,2023,4,2,0,0,0,9.9,4.970833333333333,9.858333333333333,0.0
2023-04-13,182358.0,2023,4,3,0,0,0,0.2,3.8541666666666665,9.704166666666667,0.0
2023-04-14,140295.0,2023,4,4,0,0,0,3.0,3.0708333333333333,7.483333333333333,0.0
2023-04-15,110219.0,2023,4,5,1,0,0,10.700000000000001,4.241666666666666,10.416666666666666,0.0
2023-04-16,128396.0,2023,4,6,1,0,0,0.0,3.9166666666666665,10.995833333333332,0.0
2023-04-17,174061.0,2023,4,0,0,0,0,0.0,3.6,9.808333333333334,0.0
2023-04-18,196185.0,2023,4,1,0,0,0,0.2,3.795833333333333,11.841666666666667,0.0
2023-04-19,209049.0,2023,4,2,0,0,0,0.0,3.654166666666667,14.012500000000001,0.0
2023-04-20,200734.0,2023,4,3,0,0,0,0.0,4.1499999999999995,9.404166666666667,0.0
2023-04-21,173465.0,2023,4,4,0,0,0,0.0,1.5458333333333334,9.5875,0.0
2023-04-22,103218.0,2023,4,5,1,1,0,8.1,2.775,12.033333333333333,0.0
2023-04-23,69956.0,2023,4,6,1,1,0,6.300000000000001,3.8125,11.266666666666666,0.0
2023-04-24,142553.0,2023,4,0,0,1,0,1.7999999999999998,3.266666666666667,10.708333333333334,0.0
2023-04-25,162908.0,2023,4,1,0,1,0,0.0,2.4875000000000003,9.129166666666666,0.0
2023-04-26,166677.0,2023,4,2,0,1,0,0.2,1.7541666666666667,10.720833333333333,0.0
2023-04-27,160003.0,2023,4,3,0,1,0,0.8,2.245833333333333,14.854166666666666,0.0
2023-04-28,141336.0,2023,4,4,0,1,0,7.699999999999999,3.3375,17.333333333333332,0.0
2023-04-29,109368.0,2023,4,5,1,1,0,0.0,2.8625000000000003,12.708333333333334,0.0
2023-04-30,,2023,4,6,1,1,0,0.0,1.8833333333333335,13.941666666666668,0.0
2023-05-01,82780.0,2023,5,0,0,1,1,3.3,2.904166666666667,13.170833333333334,0.0
2023-05-02,166120.0,2023,5,1,0,1,0,0.2,2.7916666666666665,14.366666666666667,0.0
2023-05-03,184359.0,2023,5,2,0,1,0,0.0,3.233333333333333,15.829166666666666,0.0
2023-05-04,182954.0,2023,5,3,0,1,0,0.0,3.3208333333333333,18.266666666666666,0.0
2023-05-05,132019.0,2023,5,4,0,1,0,2.0,2.704166666666667,16.229166666666668,0.0
2023-05-06,112642.0,2023,5,5,1,1,0,8.0,1.7541666666666667,16.5875,0.0
2023-05-07,61833.0,2023,5,6,1,1,0,22.5,1.8041666666666665,15.545833333333334,0.0
2023-05-08,109205.0,2023,5,0,0,1,1,0.0,1.7666666666666666,15.487499999999999,0.0
2023-05-09,118649.0,2023,5,1,0,0,0,12.700000000000001,2.6333333333333333,14.433333333333332,0.0
2023-05-10,144671.0,2023,5,2,0,0,0,4.8,3.025,13.545833333333334,0.0
2023-05-11,191806.0,2023,5,3,0,0,0,0.0,2.125,13.4625,0.0
